symbol,side,setup,result,result_raw,pnl_pips,fibonacci_fib_1_0,fibonacci_fib_1_618,fibonacci_swing_high,fibonacci_swing_low,liquidity_vwap_dist,microstructure_body_size,microstructure_lower_wick,microstructure_upper_wick,momentum_rsi14,momentum_rsi9,momentum_sar,ohlcv_close,ohlcv_high,ohlcv_low,ohlcv_open,ohlcv_real_volume,ohlcv_tick_volume,regime_z_score,relative_distances_dist_ema9,relative_distances_dist_sma200,relative_distances_dist_sma21,relative_distances_dist_vwap,time_day_of_week,time_hour,time_minute,trend_adx,trend_ema9,trend_sma200,trend_sma21,volatility_atr,volatility_bollinger_bandwidth
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.105367116200796,26.0,40.0,9.5,30.760328730043867,27.571659948158498,25239.1712224,25183.95,25219.45,25143.95,25209.95,0.0,1087.0,-2.8921725509176994,-0.0012117893876784935,-0.006150462544073088,-0.001682101344954362,-0.000639100465517899,4,4,30,20.53944431907252,25214.504669173675,25339.801499999998,25226.383333333335,19.259311892809826,0.0024434776951695503
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.734393147507124e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,201.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013210285680267684,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-16.466476655812585,26.5,39.5,9.5,30.631937317567917,27.42642889185099,25239.1712224,25183.45,25219.45,25143.95,25209.95,0.0,1096.0,-2.910922108031427,-0.0012276581414399402,-0.0061700962979224245,-0.0017009796347755056,-0.00065343377907885,4,4,30,20.53944431907252,25214.404669173673,25339.799,25226.359523809526,19.259311892809826,0.0024549688847038476
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-17.24547174912368,27.5,38.5,9.5,30.378343252749616,27.140508872548907,25239.1712224,25182.45,25219.45,25143.95,25209.95,0.0,1106.0,-2.9476366626717434,-0.0012593960265777394,-0.006209363817243239,-0.0017387363213259514,-0.0006843523870539322,4,4,30,20.53944431907252,25214.204669173676,25339.793999999998,25226.311904761907,19.259311892809826,0.0024781720233322422
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-14.624528809908952,24.5,41.5,9.5,31.15204291546702,28.016730583452954,25239.1712224,25185.45,25219.45,25143.95,25209.95,0.0,1116.0,-2.8343156952035025,-0.0011641838816051297,-0.006091561305769777,-0.0016254666893060366,-0.00058033672849616,4,4,30,20.53944431907252,25214.804669173674,25339.808999999997,25226.454761904763,19.259311892809826,0.0024094582503408103
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-14.55564494502687,24.5,41.5,9.5,31.15204291546702,28.016730583452954,25239.1712224,25185.45,25219.45,25143.95,25209.95,0.0,1126.0,-2.8343156952035025,-0.0011641838816051297,-0.006091561305769777,-0.0016254666893060366,-0.0005776048287491812,4,4,30,20.53944431907252,25214.804669173674,25339.808999999997,25226.454761904763,19.259311892809826,0.0024094582503408103
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-17.908908507226442,28.5,37.5,9.5,30.12891359416507,26.860488768674415,25239.1712224,25181.45,25219.45,25143.95,25209.95,0.0,1132.0,-2.9833268661314865,-0.0012911344152115357,-0.006248631352060585,-0.0017764931504212808,-0.0007106890525369853,4,4,30,20.53944431907252,25214.004669173675,25339.789,25226.26428571429,19.259311892809826,0.002501662676994553
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-17.01814785161696,27.5,38.5,9.5,30.378343252749616,27.140508872548907,25239.1712224,25182.45,25219.45,25143.95,25209.95,0.0,1138.0,-2.9476366626717434,-0.0012593960265777394,-0.006209363817243239,-0.0017387363213259514,-0.0006753375806095274,4,4,30,20.53944431907252,25214.204669173676,25339.793999999998,25226.311904761907,19.259311892809826,0.0024781720233322422
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-19.512109115104977,30.5,35.5,9.5,29.642143808961976,26.317432612399614,25239.1712224,25179.45,25219.45,25143.95,25209.95,0.0,1145.0,-3.0517382277591234,-0.0013546127030154781,-0.006327166468184191,-0.0018520072362496758,-0.0007743219355866625,4,4,30,20.53944431907252,25213.604669173674,25339.779,25226.16904761905,19.259311892809826,0.0025494746661257526
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00010689092096671793,0.0001100000000000545,7.999999999996898e-05,7.999999999996898e-05,54.04712525775946,52.40377364001511,0.585874594464,0.58559,0.58567,0.5854,0.58548,0.0,202.0,-0.09114289739375066,5.1138716501129746e-05,0.0012665657004776322,-2.4394825369504487e-05,0.0001825687527260311,4,4,30,30.011425641362102,0.5855600552103423,0.58484925,0.5856042857142857,0.00019929637981055097,0.001048861673771676
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-15.23984063745229,25.5,40.5,9.5,30.889800958163278,27.718437275259802,25239.1712224,25184.45,25219.45,25143.95,25209.95,0.0,1150.0,-2.87315712995552,-0.0011959207597864452,-0.0061308287940979875,-0.0016632230907691365,-0.0006047630242208878,4,4,30,20.53944431907252,25214.604669173674,25339.804,25226.407142857144,19.259311892809826,0.002432061484105622
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,9.70229284573687e-05,9.999999999998899e-05,7.999999999996898e-05,9.00000000000345e-05,53.68661543615841,51.84151029220696,0.585874594464,0.58558,0.58567,0.5854,0.58548,0.0,203.0,-0.1518487765803663,3.747671040046856e-05,0.0012495528761942742,-4.065807534431519e-05,0.00016571434568884668,4,4,30,30.011425641362102,0.5855580552103422,0.5848492000000001,0.5856038095238095,0.00019929637981055097,0.0010496056074372044
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-12.652032843332563,22.5,43.5,9.5,31.690115526165926,28.63300145343213,25239.1712224,25187.45,25219.45,25143.95,25209.95,0.0,1157.0,-2.75330006221941,-0.0011007116356111161,-0.006013026375602713,-0.0015499543140065598,-0.0005020627625571971,4,4,30,20.53944431907252,25215.204669173676,25339.819,25226.550000000003,19.259311892809826,0.00236519902249507
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,9.70229284573687e-05,9.999999999998899e-05,7.999999999996898e-05,9.00000000000345e-05,53.68661543615841,51.84151029220696,0.585874594464,0.58558,0.58567,0.5854,0.58548,0.0,203.0,-0.1518487765803663,3.747671040046856e-05,0.0012495528761942742,-4.065807534431519e-05,0.00016571434568884668,4,4,30,30.011425641362102,0.5855580552103422,0.5848492000000001,0.5856038095238095,0.00019929637981055097,0.0010496056074372044
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-17.704812904932623,28.5,37.5,9.5,30.12891359416507,26.860488768674415,25239.1712224,25181.45,25219.45,25143.95,25209.95,0.0,1161.0,-2.9833268661314865,-0.0012911344152115357,-0.006248631352060585,-0.0017764931504212808,-0.0007025955051423263,4,4,30,20.53944431907252,25214.004669173675,25339.789,25226.26428571429,19.259311892809826,0.002501662676994553
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.73043162857201e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,204.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013203518542157042,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-20.194224683546054,31.5,34.5,9.5,29.4046099262179,26.054056618675986,25239.1712224,25178.45,25219.45,25143.95,25209.95,0.0,1168.0,-3.0845110397784437,-0.0013863526022095882,-0.006366434049490611,-0.0018897644929844997,-0.000801401238236644,4,4,30,20.53944431907252,25213.404669173673,25339.773999999998,25226.12142857143,19.259311892809826,0.0025737805820517912
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.73043162857201e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,204.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013203518542157042,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-22.688239936858736,34.5,31.5,9.5,28.714313460757594,25.294636047194928,25239.1712224,25175.45,25219.45,25143.95,25209.95,0.0,1174.0,-3.177403001240659,-0.0014815753211044102,-0.006484236886388599,-0.002003037118480877,-0.0009003935021238929,4,4,30,20.53944431907252,25212.804669173674,25339.759,25225.978571428575,19.259311892809826,0.0026482097491110964
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.73043162857201e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,204.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013203518542157042,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-23.489632545934,35.5,30.5,9.5,28.49136105205099,25.051239191425665,25239.1712224,25174.45,25219.45,25143.95,25209.95,0.0,1180.0,-3.2066410621189143,-0.0015133172345466964,-0.006523504529680915,-0.002040794945412852,-0.0009322044932433497,4,4,30,20.53944431907252,25212.604669173674,25339.754,25225.930952380953,19.259311892809826,0.0026734999203576705
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.73043162857201e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,204.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013203518542157042,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-23.44566640481935,35.5,30.5,9.5,28.49136105205099,25.051239191425665,25239.1712224,25174.45,25219.45,25143.95,25209.95,0.0,1186.0,-3.2066410621189143,-0.0015133172345466964,-0.006523504529680915,-0.002040794945412852,-0.0009304612859429513,4,4,30,20.53944431907252,25212.604669173674,25339.754,25225.930952380953,19.259311892809826,0.0026734999203576705
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.73043162857201e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,204.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013203518542157042,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-24.253560695153283,36.5,29.5,9.5,28.271844197814005,24.812481849562843,25239.1712224,25173.45,25219.45,25143.95,25209.95,0.0,1191.0,-3.2350566681143076,-0.001545059651580986,-0.0065627721884695496,-0.0020785529148963124,-0.0009625305987401725,4,4,30,20.53944431907252,25212.404669173673,25339.749,25225.883333333335,19.259311892809826,0.002699019124086312
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,7.73043162857201e-05,7.999999999996898e-05,7.999999999996898e-05,0.0001100000000000545,52.94835564247099,50.67616648753027,0.585874594464,0.58556,0.58567,0.5854,0.58548,0.0,204.0,-0.27297554521534306,1.015241821803811e-05,0.0012155272189013522,-7.318465464157962e-05,0.00013203518542157042,4,4,30,30.011425641362102,0.5855540552103422,0.5848491,0.5856028571428571,0.00019929637981055097,0.0010517574945351467
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-25.038752116714022,37.5,28.5,9.5,28.055684095638128,24.578232619689544,25239.1712224,25172.45,25219.45,25143.95,25209.95,0.0,1199.0,-3.2626734928637373,-0.0015768025722194077,-0.006602039862754654,-0.0021163110269319216,-0.0009937002993844234,4,4,30,20.53944431907252,25212.204669173676,25339.744,25225.835714285717,19.259311892809826,0.0027247609306667825
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,8.714244270391358e-05,9.00000000000345e-05,7.999999999996898e-05,9.999999999998899e-05,53.32040433840711,51.265803889555464,0.585874594464,0.58557,0.58567,0.5854,0.58548,0.0,205.0,-0.2124707398608544,2.3814610973090106e-05,0.001232540049002371,-5.692135176825552e-05,0.00014883858951478474,4,4,30,30.011425641362102,0.5855560552103423,0.58484915,0.5856033333333334,0.00019929637981055097,0.0010505710840148336
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-26.666471886768704,39.5,26.5,9.5,27.633130806452698,24.122757239196588,25239.1712224,25170.45,25219.45,25143.95,25209.95,0.0,1207.0,-3.315603191505556,-0.001640289924355866,-0.006680575257814452,-0.002191827678662817,-0.0010583144272290578,4,4,30,20.53944431907252,25211.804669173674,25339.734,25225.74047619048,19.259311892809826,0.002776887558108629
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,8.714244270391358e-05,9.00000000000345e-05,7.999999999996898e-05,9.999999999998899e-05,53.32040433840711,51.265803889555464,0.585874594464,0.58557,0.58567,0.5854,0.58548,0.0,205.0,-0.2124707398608544,2.3814610973090106e-05,0.001232540049002371,-5.692135176825552e-05,0.00014883858951478474,4,4,30,30.011425641362102,0.5855560552103423,0.58484915,0.5856033333333334,0.00019929637981055097,0.0010505710840148336
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-25.801037613491644,38.5,27.5,9.5,27.842804334849504,24.34836501562779,25239.1712224,25171.45,25219.45,25143.95,25209.95,0.0,1210.0,-3.289514753605756,-0.0016085459964736578,-0.006641307552536237,-0.0021540692815204873,-0.0010239623987147186,4,4,30,20.53944431907252,25212.004669173675,25339.738999999998,25225.7880952381,19.259311892809826,0.0027507190960516462
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,8.714244270391358e-05,9.00000000000345e-05,7.999999999996898e-05,9.999999999998899e-05,53.32040433840711,51.265803889555464,0.585874594464,0.58557,0.58567,0.5854,0.58548,0.0,205.0,-0.2124707398608544,2.3814610973090106e-05,0.001232540049002371,-5.692135176825552e-05,0.00014883858951478474,4,4,30,30.011425641362102,0.5855560552103423,0.58484915,0.5856033333333334,0.00019929637981055097,0.0010505710840148336
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-27.434678566809453,40.5,25.5,9.5,27.426591617113203,23.901291965014963,25239.1712224,25169.45,25219.45,25143.95,25209.95,0.0,1217.0,-3.340961055767144,-0.0016720343558780178,-0.0067198429785890225,-0.0022295862183595735,-0.0010888123240944216,4,4,30,20.53944431907252,25211.604669173674,25339.729,25225.692857142858,19.259311892809826,0.0028032604328150617
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,8.714244270391358e-05,9.00000000000345e-05,7.999999999996898e-05,9.999999999998899e-05,53.32040433840711,51.265803889555464,0.585874594464,0.58557,0.58567,0.5854,0.58548,0.0,205.0,-0.2124707398608544,2.3814610973090106e-05,0.001232540049002371,-5.692135176825552e-05,0.00014883858951478474,4,4,30,30.011425641362102,0.5855560552103423,0.58484915,0.5856033333333334,0.00019929637981055097,0.0010505710840148336
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-25.27721878225202,38.0,28.0,9.5,27.948838857301,24.462758834112392,25239.1712224,25171.95,25219.45,25143.95,25209.95,0.0,1224.0,-3.2761896360510767,-0.001592674221393715,-0.006621673705708457,-0.0021351901364070345,-0.0010031746176980196,4,4,30,20.53944431907252,25212.104669173674,25339.7415,25225.811904761907,19.259311892809826,0.0027377133516116735
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.0001363643613165877,0.000140000000000029,7.999999999996898e-05,4.999999999999449e-05,55.09574806981363,54.01445455360881,0.585874594464,0.58562,0.58567,0.5854,0.58548,0.0,207.0,0.0911428973944584,9.21241748523725e-05,0.001317604155873402,2.4394765859088767e-05,0.00023290892010642214,4,4,30,30.011425641362102,0.5855660552103422,0.5848494,0.5856057142857143,0.00019929637981055097,0.0010479631344317
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-28.172198636308167,41.5,24.5,9.5,27.223117006968735,23.683856137051336,25239.1712224,25168.45,25219.45,25143.95,25209.95,0.0,1231.0,-3.3656100911830173,-0.001703779291052099,-0.0067591107148600995,-0.002267344900611852,-0.0011180942593897725,4,4,30,20.53944431907252,25211.404669173673,25339.724,25225.64523809524,19.259311892809826,0.002829832010336612
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.0001363643613165877,0.000140000000000029,7.999999999996898e-05,4.999999999999449e-05,55.09574806981363,54.01445455360881,0.585874594464,0.58562,0.58567,0.5854,0.58548,0.0,207.0,0.0911428973944584,9.21241748523725e-05,0.001317604155873402,2.4394765859088767e-05,0.00023290892010642214,4,4,30,30.011425641362102,0.5855660552103422,0.5848494,0.5856057142857143,0.00019929637981055097,0.0010479631344317
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-26.024451289951685,39.0,27.0,9.5,27.73757133588373,24.235036084186248,25239.1712224,25170.95,25219.45,25143.95,25209.95,0.0,1237.0,-3.302651673143474,-0.001624417897460446,-0.006660941403238283,-0.002172948462272381,-0.0010328403253438776,4,4,30,20.53944431907252,25211.904669173673,25339.7365,25225.76428571429,19.259311892809826,0.002763777411876411
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.0001363643613165877,0.000140000000000029,7.999999999996898e-05,4.999999999999449e-05,55.09574806981363,54.01445455360881,0.585874594464,0.58562,0.58567,0.5854,0.58548,0.0,207.0,0.0911428973944584,9.21241748523725e-05,0.001317604155873402,2.4394765859088767e-05,0.00023290892010642214,4,4,30,30.011425641362102,0.5855660552103422,0.5848494,0.5856057142857143,0.00019929637981055097,0.0010479631344317
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-26.386884197057952,39.5,26.5,9.5,27.633130806452698,24.122757239196588,25239.1712224,25170.45,25219.45,25143.95,25209.95,0.0,1245.0,-3.315603191505556,-0.001640289924355866,-0.006680575257814452,-0.002191827678662817,-0.0010472300280519444,4,4,30,20.53944431907252,25211.804669173674,25339.734,25225.74047619048,19.259311892809826,0.002776887558108629
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00015602681159421206,0.000160000000000049,7.999999999996898e-05,2.999999999997449e-05,55.76864050344281,55.02901546862063,0.585874594464,0.58564,0.58567,0.5854,0.58548,0.0,209.0,0.21247073986155895,0.00011944734713714613,0.0013516297782592398,5.6921027766260665e-05,0.0002664920283718909,4,4,30,30.011425641362102,0.5855700552103422,0.5848495,0.5856066666666666,0.00019929637981055097,0.0010484766993115496
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-30.11727922409773,44.0,22.0,9.5,26.727398556300457,23.157189760986682,25239.1712224,25165.95,25219.45,25143.95,25209.95,0.0,1252.0,-3.4242696006976905,-0.0017831438325432278,-0.006857280123335141,-0.002361742229927627,-0.0011953166694760936,4,4,30,20.53944431907252,25210.904669173673,25339.711499999998,25225.526190476194,19.259311892809826,0.002897094332701347
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00015602681159421206,0.000160000000000049,7.999999999996898e-05,2.999999999997449e-05,55.76864050344281,55.02901546862063,0.585874594464,0.58564,0.58567,0.5854,0.58548,0.0,209.0,0.21247073986155895,0.00011944734713714613,0.0013516297782592398,5.6921027766260665e-05,0.0002664920283718909,4,4,30,30.011425641362102,0.5855700552103422,0.5848495,0.5856066666666666,0.00019929637981055097,0.0010484766993115496
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-31.316921119592735,45.5,20.5,9.5,26.438539528519286,22.852285100803215,25239.1712224,25164.45,25219.45,25143.95,25209.95,0.0,1260.0,-3.457534738444371,-0.0018307640685075975,-0.006916181814909803,-0.002418381055190753,-0.001242943753910593,4,4,30,20.53944431907252,25210.604669173674,25339.703999999998,25225.454761904763,19.259311892809826,0.002937997022198864
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00015602681159421206,0.000160000000000049,7.999999999996898e-05,2.999999999997449e-05,55.76864050344281,55.02901546862063,0.585874594464,0.58564,0.58567,0.5854,0.58548,0.0,209.0,0.21247073986155895,0.00011944734713714613,0.0013516297782592398,5.6921027766260665e-05,0.0002664920283718909,4,4,30,30.011425641362102,0.5855700552103422,0.5848495,0.5856066666666666,0.00019929637981055097,0.0010484766993115496
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-32.13375270047254,46.5,19.5,9.5,26.249410777089025,22.653437179659576,25239.1712224,25163.45,25219.45,25143.95,25209.95,0.0,1263.0,-3.47894764154727,-0.00186251152212113,-0.006955449628663695,-0.0024561404502320325,-0.0012753724230353835,4,4,30,20.53944431907252,25210.404669173673,25339.699,25225.407142857144,19.259311892809826,0.002965482279048115
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00015602681159421206,0.000160000000000049,7.999999999996898e-05,2.999999999997449e-05,55.76864050344281,55.02901546862063,0.585874594464,0.58564,0.58567,0.5854,0.58548,0.0,209.0,0.21247073986155895,0.00011944734713714613,0.0013516297782592398,5.6921027766260665e-05,0.0002664920283718909,4,4,30,30.011425641362102,0.5855700552103422,0.5848495,0.5856066666666666,0.00019929637981055097,0.0010484766993115496
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-33.3391634981017,48.0,18.0,9.5,25.97073730227001,22.36157019175073,25239.1712224,25161.95,25219.45,25143.95,25209.95,0.0,1270.0,-3.50996773948788,-0.0019101336470274727,-0.007014351378350446,-0.002512779810094622,-0.001323230040415734,4,4,30,20.53944431907252,25210.104669173674,25339.6915,25225.335714285717,19.259311892809826,0.0030070234829406477
NZDUSD,BUY,9.1,0,loss,-0.00028,0.58641,0.58686114,0.58599,0.58526,0.00015602681159421206,0.000160000000000049,7.999999999996898e-05,2.999999999997449e-05,55.76864050344281,55.02901546862063,0.585874594464,0.58564,0.58567,0.5854,0.58548,0.0,209.0,0.21247073986155895,0.00011944734713714613,0.0013516297782592398,5.6921027766260665e-05,0.0002664920283718909,4,4,30,30.011425641362102,0.5855700552103422,0.5848495,0.5856066666666666,0.00019929637981055097,0.0010484766993115496
HK50,SELL,9.2,0,loss,-75.51,25030.940000000002,24961.106000000003,25256.95,25143.95,-36.2363693864645,51.5,14.5,9.5,25.342953528709288,21.708941294961235,25239.1712224,25158.45,25219.45,25143.95,25209.95,0.0,1275.0,-3.5775268143388588,-0.0020212563462865193,-0.0071517889298811956,-0.002644939563857771,-0.0014382544340974435,4,4,30,20.53944431907252,25209.404669173673,25339.674,25225.16904761905,19.259311892809826,0.0031053366634635872
