symbol,side,setup,result,pnl_pips,body_size,upper_wick,lower_wick,adx,z_score,atr,rsi14,bollinger_bandwidth,dist_ema9,dist_sma21,dist_sma200,dist_vwap,hour,day_of_week,dir_lag1,dir_lag2,dir_lag3,rolling_vol_10
HK50,BUY,Russian,0,-105.44994771121128,0.8668438029984976,0.33097672478124457,0.5831494674717166,30.319514595209895,-2.0536902867266424,31.724285165187553,29.695339265672672,0.007869547371038989,-0.001838445704699019,-0.0038600839072968907,0.000849267864370293,0.0023859578477935426,14,3,1.0,-1.0,1.0,0.0008632977957834048
HK50,BUY,Russian,0,-115.61316294438802,0.4127773110590067,0.1587605042534641,0.3333970589322746,32.21300558445191,-1.954033497984642,31.49397908195987,28.146724475667966,0.00863042986418702,-0.001830522416013696,-0.0040661127649176095,0.0004243024065324797,0.0019153059264939184,14,3,-1.0,1.0,-1.0,0.0008631070498175367
HK50,BUY,Russian,1,175.8021145939856,1.6363848233118143,0.0,0.20068870474578854,36.37998674814129,-3.4945798710536486,32.38846953660656,25.987812562219872,0.004890571452070708,-0.0029116545222878007,-0.004064265184505773,0.007214636684609704,-0.002601371734576843,3,0,-1.0,-1.0,-1.0,0.0006581206025368103
HK50,BUY,Russian,1,183.9912680961752,0.09037197068589468,0.44420121184636124,0.5667394771832884,38.05566847716924,-2.6402503457837967,32.64286456970588,26.759372200771026,0.006053746564909257,-0.0022727623627327794,-0.003804982370145599,0.007211232897068141,-0.0021156575455723477,3,0,-1.0,-1.0,-1.0,0.0006739231948473194
HK50,BUY,Russian,1,163.6812801131091,1.5780463996667606,0.0,0.15471043133988124,23.882029717343165,-2.936818262114987,25.854753072289316,28.39592892799405,0.005066015718106513,-0.00223890210260673,-0.0035401569269353783,2.8394266142691134e-05,-0.0031486939113995224,12,0,-1.0,-1.0,-1.0,0.0006630455125528869
HK50,BUY,Russian,1,109.87785058114969,1.3552954634453003,0.0,0.0,28.996001282884947,-2.509830118496504,19.147116403705184,27.18122390060263,0.003637313706507862,-0.0013252829820453915,-0.0023106039952088095,0.007577022781651666,-0.0004100820536312361,13,0,-1.0,-1.0,-1.0,0.00030339490090825085
HK50,BUY,Russian,1,107.59022575097697,0.02446958168988917,0.27460308340827266,0.16584938700894108,30.738367932071565,-2.133832034835644,18.39017951772619,27.782662263363022,0.0038975055923904794,-0.0010323927033630722,-0.002100342134633217,0.007502877618527,-0.00037335273733457,13,0,-1.0,-1.0,-1.0,0.0002912478549393479
HK50,BUY,Russian,1,107.42570709708161,0.22658698631889895,0.13986851007341955,0.587447742308362,34.26861272430217,-1.6840612494947562,17.87393029844748,29.028006561285892,0.004395722456647605,-0.0006835051458955488,-0.0018462970670247497,0.00721030395344022,-0.000441246143297015,13,0,-1.0,1.0,-1.0,0.0003168896179727217
HK50,BUY,Russian,1,152.82093578306376,3.9614144507197033,0.1366004983006794,1.2684331985063089,28.73331693136806,-4.226832610384824,25.622161291798097,24.423952186362186,0.00379290115958559,-0.0030521109077894823,-0.003838138332071952,0.0016847907313184045,-0.0023237213485451298,3,2,1.0,1.0,-1.0,0.0012299172788402617
HK50,BUY,Russian,1,151.09963640093702,0.08687689218030109,0.3040691226310538,0.41266523785643017,30.27357440555562,-2.0879272990573154,23.02108132331983,28.180640334581085,0.005665011020391709,-0.0014672344157969728,-0.0028176648925024267,2.959613019791595e-05,0.00019885625400329612,17,2,-1.0,1.0,-1.0,0.0007355586282559007
HK50,BUY,Russian,0,-54.115065263857105,0.6770227965930925,0.0270809118637237,0.27351720982357,20.52662150770959,-2.2501039385754114,18.463189220366548,29.575246848388588,0.004067695899139988,-0.00116722109050516,-0.0021913464499141613,0.0011301723281131203,-0.0007459533665032088,15,4,-1.0,-1.0,-1.0,0.0003085897793649795
HK50,BUY,Russian,1,222.1315867862795,0.3879720470149201,0.1251522732306194,0.3754568196918582,24.844192277380213,-1.971518639127568,39.95133185304951,29.212024262649166,0.00902983638082908,-0.0019111013968362328,-0.00429557765042389,0.0029623128596191896,0.004202674889733503,16,2,-1.0,-1.0,-1.0,0.0008931569308372452
HK50,BUY,Russian,0,-111.48943259765656,0.33137453446637255,0.34320933926874303,0.1420176576284454,21.057913859521427,-2.801748498779224,42.248267575976634,29.299749274433495,0.008683500046841335,-0.0036588622554304326,-0.005894441135090337,0.004607757707941206,-0.0029656061286799425,11,4,-1.0,1.0,-1.0,0.0015870968377170223
HK50,BUY,Russian,0,-134.04179474654302,0.5881067210505857,0.024004355961248395,0.20403702567061135,23.60512984096564,-2.5423868287966083,41.65910560626401,27.423890284951938,0.010444215649949158,-0.003648515267044373,-0.006383335914913525,0.003656909795093634,-0.0038252226801257245,11,4,-1.0,-1.0,1.0,0.0014739459607902767
HK50,BUY,Russian,0,-161.0097904900358,0.9387021261204201,0.32854574414214704,0.023467553153010502,26.31552041484587,-2.4950295964390143,42.612026634388016,24.52041553526722,0.012550846584197481,-0.004157513539210755,-0.007469521446200957,0.0020623375366809276,-0.005318668561083313,11,4,-1.0,-1.0,-1.0,0.001258912660030533
HK50,BUY,Russian,0,-178.9492485447663,0.03583884726994018,0.5017438617791625,0.22697936604295446,28.931755441585707,-2.0918985338255163,41.85402473193172,24.52041553526722,0.013956143525424106,-0.003328778719888055,-0.00706632561650721,0.002018612921949746,-0.005258760763205372,11,4,-1.0,-1.0,-1.0,0.0012128752385413084
